pair_id,model_key,model_line,model_role,role_label,semantic_condition,k1_condition,k3_condition,k1_run_id,k3_run_id,k1_config_path,k1_config_sha256,k3_config_path,k3_config_sha256,k1_result_path,k1_result_sha256,k3_result_path,k3_result_sha256,k1_metadata_path,k3_metadata_path,k1_trace_path,k3_trace_path,cases,case_order_identical,model_adapter_match,testset_match,prompt_system_schema_match,retrieval_method_gate_structure_match,extractor_decoding_output_limit_batch_match,k1_k,k3_k,k1_max_input_tokens,k3_max_input_tokens,k1_timeout_policy,k3_timeout_policy,expected_differences,config_method_notes,comparability_status,comparability_warning
qwen9b:base:top1_vs_top3,qwen9b,Qwen 3.5 9B,base,Base,top3,top1,top3,run_base_20260712_143438,run_k3_qwen9b_base_top3_maxin4352_sqltimeout900v3_20260718_180657,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,0fd0dc9e7e983da43ce2751481d2596ca8c9a5cd5213252e1e8f904ad0314a48,configs/eval_qwen35_9b_base_dynamic_bge_large_top3_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,587e0e623a3bf907d4f0c236b876699f2b242f075942e2cf30df5a4ea8bbd98d,results/run_base_20260712_143438.csv,4b725fa2798e1381f00bcada4b82b101c58f48424111f73dea4a24d892caddac,results/k3_extension_20260717/run_k3_qwen9b_base_top3_maxin4352_sqltimeout900v3_20260718_180657.csv,8192134d287aefe477687503d18244b26611ca7b3077580afaac90d6ac10de01,results/run_base_20260712_143438_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_base_top3_maxin4352_sqltimeout900v3_20260718_180657_metadata.json,results/retrieval_traces/run_base_20260712_143438_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_base_top3_maxin4352_sqltimeout900v3_20260718_180657_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:base:top1_gate070_vs_top3_gate070,qwen9b,Qwen 3.5 9B,base,Base,top3_gate070,top1_gate070,top3_gate070,run_base_20260712_150257,run_k3_qwen9b_base_top3_gate070_maxin4352_sqltimeout900v3_20260718_092641,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_similarity_gate070_maxinput2048_full_aliasnames.json,8d60e863cc65e54bf7617453b42eb79851dda08eec53032893282daa93146efc,configs/eval_qwen35_9b_base_dynamic_bge_large_top3_gate070_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,3b8910e6be11ea1dd8c0ee9b1b0cc2ba177d7c08290d8db8bfa6885d91880b98,results/run_base_20260712_150257.csv,80a0b5522b40786cb55eb6b53f8124244348131322acac163dd040b7c55407e5,results/k3_extension_20260717/run_k3_qwen9b_base_top3_gate070_maxin4352_sqltimeout900v3_20260718_092641.csv,c3b1f18a411375724bf54112ebc41d33094da78003bad5c7917eed89d8ee6e7d,results/run_base_20260712_150257_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_base_top3_gate070_maxin4352_sqltimeout900v3_20260718_092641_metadata.json,results/retrieval_traces/run_base_20260712_150257_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_base_top3_gate070_maxin4352_sqltimeout900v3_20260718_092641_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:base:top1_gate085_vs_top3_gate085,qwen9b,Qwen 3.5 9B,base,Base,top3_gate085,top1_gate085,top3_gate085,run_base_20260712_153056,run_k3_qwen9b_base_top3_gate085_maxin4352_sqltimeout900v3_20260718_095446,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_similarity_gate085_maxinput2048_full_aliasnames.json,be6490e89a04ce2d2a3bb3543796a10cec87b69022e536ac31edab64e5ccd1db,configs/eval_qwen35_9b_base_dynamic_bge_large_top3_gate085_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,6d356a3e10472a74f06c79d624dd4272b66a442f83e50339092dd4a997ac1c28,results/run_base_20260712_153056.csv,09270fe17fcd659876530ce9dda0f099762565d451b14f21eedb76fe801e1e9e,results/k3_extension_20260717/run_k3_qwen9b_base_top3_gate085_maxin4352_sqltimeout900v3_20260718_095446.csv,9e44891fa3db6c5e3fcb1788e0aa39ebb0d9949cdd63a509d2a08e48774e412e,results/run_base_20260712_153056_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_base_top3_gate085_maxin4352_sqltimeout900v3_20260718_095446_metadata.json,results/retrieval_traces/run_base_20260712_153056_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_base_top3_gate085_maxin4352_sqltimeout900v3_20260718_095446_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:base:structure_vs_structure_top3,qwen9b,Qwen 3.5 9B,base,Base,structure_top3,structure,structure_top3,run_base_20260716_090811,run_k3_qwen9b_base_structure_top3_maxin4352_sqltimeout900v3_20260718_102308,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top10_structure_rerank_v2_k1_full_schema_maxinput2048_full_aliasnames.json,e2d960ad0cc622e07abf74caa1ada009501ff115dc6569cbaa6703f8c95d8458,configs/eval_qwen35_9b_base_dynamic_bge_large_top10_structure_rerank_v2_top3_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,faed222589737b1ed01c9d62fac9d8be7869b49823fd0b9c931fec186e4c26cc,results/run_base_20260716_090811.csv,3ec1cf215924d3d7af627fbcd4bb477b1e6204be03692824ca6447cb2fd3128f,results/k3_extension_20260717/run_k3_qwen9b_base_structure_top3_maxin4352_sqltimeout900v3_20260718_102308.csv,a9a20355392aab215339b555949c6fd11166eb519d0a348489499a8fddb09bba,results/run_base_20260716_090811_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_base_structure_top3_maxin4352_sqltimeout900v3_20260718_102308_metadata.json,results/retrieval_traces/run_base_20260716_090811_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_base_structure_top3_maxin4352_sqltimeout900v3_20260718_102308_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:base:structure_gate070_vs_structure_top3_gate070,qwen9b,Qwen 3.5 9B,base,Base,structure_top3_gate070,structure_gate070,structure_top3_gate070,run_base_20260712_160614,run_k3_qwen9b_base_structure_top3_gate070_maxin4352_sqltimeout900v3_20260718_110703,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top10_structure_rerank_v2_k1_full_schema_similarity_gate070_maxinput2048_full_aliasnames.json,8f993520768b36ba90a20a6c6c273dd131754deb870471364701c5f2283ef033,configs/eval_qwen35_9b_base_dynamic_bge_large_top10_structure_rerank_v2_top3_gate070_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,f4549bef096e0914ad91fc0fd49ac9b70b8d6a76c882e855a5ca3e763edbc205,results/run_base_20260712_160614.csv,d958ecf6ed62738ab2a1b2b5d06715b3aaddd95aa2df22e13f28efa6dd0e17c5,results/k3_extension_20260717/run_k3_qwen9b_base_structure_top3_gate070_maxin4352_sqltimeout900v3_20260718_110703.csv,6e468cebfc32e3e037073786bed0c6be42b845d24d6adea2bd9a701868c7c0e6,results/run_base_20260712_160614_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_base_structure_top3_gate070_maxin4352_sqltimeout900v3_20260718_110703_metadata.json,results/retrieval_traces/run_base_20260712_160614_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_base_structure_top3_gate070_maxin4352_sqltimeout900v3_20260718_110703_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:base:structure_gate085_vs_structure_top3_gate085,qwen9b,Qwen 3.5 9B,base,Base,structure_top3_gate085,structure_gate085,structure_top3_gate085,run_base_20260712_163705,run_k3_qwen9b_base_structure_top3_gate085_maxin4352_sqltimeout900v3_20260718_113537,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top10_structure_rerank_v2_k1_full_schema_similarity_gate085_maxinput2048_full_aliasnames.json,00302c8f55472a422067e43d2965482fd1ab855dba4add0e39788fc5ce40cd83,configs/eval_qwen35_9b_base_dynamic_bge_large_top10_structure_rerank_v2_top3_gate085_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,96b342503013900ce403e10dc7b08b26370c0c35a2e75306570016a04bbeeaca,results/run_base_20260712_163705.csv,03f8a984a60adb6a6efcf2f0459ec6d526e21f8147b24de1fc51df20e26f7109,results/k3_extension_20260717/run_k3_qwen9b_base_structure_top3_gate085_maxin4352_sqltimeout900v3_20260718_113537.csv,4941d4981ba52e0332e794159e42672636b0d62583c8be77ad96cfed39182103,results/run_base_20260712_163705_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_base_structure_top3_gate085_maxin4352_sqltimeout900v3_20260718_113537_metadata.json,results/retrieval_traces/run_base_20260712_163705_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_base_structure_top3_gate085_maxin4352_sqltimeout900v3_20260718_113537_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:lora_v2:top1_vs_top3,qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,top3,top1,top3,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744,run_k3_qwen9b_lora_v2_top3_maxin4352_sqltimeout900v3_20260718_120344,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,c2c0bc5fd13265451765ec8d4b4537b0f41be8d6efec3c310fd8f4012391d4f0,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top3_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,ea29c1f7f35024c4225244dd82c7ce7b16451b020527c80f5b36659f049c986e,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744.csv,82f2c0ae864d09382b094ad0a180f48e4697e96995f9c7f9ab3c7af0e52a6df0,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_top3_maxin4352_sqltimeout900v3_20260718_120344.csv,9aa6d974af4782a169437114dec2fa2f1c8495658f3e2492f3cd42ffc31ca39f,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_top3_maxin4352_sqltimeout900v3_20260718_120344_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_lora_v2_top3_maxin4352_sqltimeout900v3_20260718_120344_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:lora_v2:top1_gate070_vs_top3_gate070,qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,top3_gate070,top1_gate070,top3_gate070,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127,run_k3_qwen9b_lora_v2_top3_gate070_maxin4352_sqltimeout900v3_20260718_125453,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,6d443c49e88e1e776e94a7231dc6f60424b8b30d3e744e08260b4dd1d3f8caf1,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top3_gate070_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,e767a750bbf4efc4546a49f0b3558166d130ef312a940e1f641c1bcc50df6b17,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127.csv,f6be851a25baa410052acdd2b59d0b3d40706153fe2a43d18dde2112ec01464a,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_top3_gate070_maxin4352_sqltimeout900v3_20260718_125453.csv,d466f04b745fefa387b96f8a048b040b131b7653c0caecdfc8e278f2e5bf8956,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_top3_gate070_maxin4352_sqltimeout900v3_20260718_125453_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_lora_v2_top3_gate070_maxin4352_sqltimeout900v3_20260718_125453_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:lora_v2:top1_gate085_vs_top3_gate085,qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,top3_gate085,top1_gate085,top3_gate085,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738,run_k3_qwen9b_lora_v2_top3_gate085_maxin4352_sqltimeout900v3_20260718_134627,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,3de7f2afab8ae416c404ef65c5e2af470f991dff3053962f0b41da1779806594,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top3_gate085_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,60329f57138d238015ceaed1b333848a7f0b28783383481dda24463f44b4521c,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738.csv,8cf96bbba037d33f404586989277dc2d316eb1c6abd5331829b32a3de170e932,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_top3_gate085_maxin4352_sqltimeout900v3_20260718_134627.csv,034210e541dee91402fd60f415ee4f0937fd197fe0b13f45a4eea14b2a7bfaba,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_top3_gate085_maxin4352_sqltimeout900v3_20260718_134627_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_lora_v2_top3_gate085_maxin4352_sqltimeout900v3_20260718_134627_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:lora_v2:structure_vs_structure_top3,qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,structure_top3,structure,structure_top3,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_163754,run_k3_qwen9b_lora_v2_structure_top3_maxin4352_sqltimeout900v3_20260718_143827,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_k1_full_schema_maxinput2048_full_aliasnames.json,eed823c7dbd82a3e4fa500894f041263f30ef82cfd809207ab6fe55089439236,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_top3_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,c345d4a40e62cb8c5336bc08da9dba3dadeab8d48b93870c2c5f30dcd5c12092,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_163754.csv,eb37f98f3df9c4bd35ecad8bd5cb7bea4041ea764e7c22b1aa3dd0c3b50dde56,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_structure_top3_maxin4352_sqltimeout900v3_20260718_143827.csv,0343cb1e604e995ddc2190cbab28a152bea63c9d823b24f7c74585b93eeea561,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_163754_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_structure_top3_maxin4352_sqltimeout900v3_20260718_143827_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_163754_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_lora_v2_structure_top3_maxin4352_sqltimeout900v3_20260718_143827_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:lora_v2:structure_gate070_vs_structure_top3_gate070,qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,structure_top3_gate070,structure_gate070,structure_top3_gate070,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_202137,run_k3_qwen9b_lora_v2_structure_top3_gate070_maxin4352_sqltimeout900v3_20260718_153052,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,3ad3af6244e409dd7a188293d11a37eefbffd06982ec63d4a99dc0dfd5025200,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_top3_gate070_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,23c91b67f9b16216abfd7cbca68032bc6940c7cddd4b347ae06598ed6a82e381,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_202137.csv,1736a3ab2cdd425dfdabc406144c8e9e9996dfb7131057d9fb85032c9491ba82,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_structure_top3_gate070_maxin4352_sqltimeout900v3_20260718_153052.csv,c6be76e38862b8b0ba73951b58a3e8d92748919a684024e84349190eb8a69229,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_202137_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_structure_top3_gate070_maxin4352_sqltimeout900v3_20260718_153052_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_202137_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_lora_v2_structure_top3_gate070_maxin4352_sqltimeout900v3_20260718_153052_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
qwen9b:lora_v2:structure_gate085_vs_structure_top3_gate085,qwen9b,Qwen 3.5 9B,lora_v2,LoRA v2,structure_top3_gate085,structure_gate085,structure_top3_gate085,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_211349,run_k3_qwen9b_lora_v2_structure_top3_gate085_maxin4352_sqltimeout900v3_20260718_162255,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,dbcb53fa256c81c3cfc155de5b6930cc03b7cffa87be9a849436bc018c018a7f,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_top3_gate085_k3_full_schema_maxin4352_full_aliasnames_sqltimeout900v3.json,f6a45ba2a4d2271a303fc79ed4842d50aef20dd190a230487cfc55b59d4a5b13,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_211349.csv,ac9f6a987253ba145edf2626e7ecb5f2cd6fdee2f1bb041028c8a5ecd332f109,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_structure_top3_gate085_maxin4352_sqltimeout900v3_20260718_162255.csv,d0d680e21dcf2a1dc8e89a454b3a5ac0461eef70ca88076bd3167f09a0f4b34b,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_211349_metadata.json,results/k3_extension_20260717/run_k3_qwen9b_lora_v2_structure_top3_gate085_maxin4352_sqltimeout900v3_20260718_162255_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_211349_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen9b_lora_v2_structure_top3_gate085_maxin4352_sqltimeout900v3_20260718_162255_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,900s_per_statement,k=1_vs_3;prompt_length;max_input_tokens;output_identity;qwen9b_k3_timeout_policy,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352;k3_900s_statement_timeout_vs_k1_no_explicit_statement_timeout
